Record Length,Analog:100000
Sample Interval,2.000000E-07
Vertical Units,V,
Vertical Scale,+2.000000E-03
Vertical Offset,+0.000000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-03
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
+2.7800000000E-05,+2.558333E-03
+2.8000000000E-05,+2.325000E-03
+2.8200000000E-05,+2.837500E-03
+2.8400000000E-05,+2.733333E-03
+2.8600000000E-05,+2.575000E-03
+2.8800000000E-05,+2.883333E-03
+2.9000000000E-05,+2.683333E-03
+2.9200000000E-05,+3.354167E-03
+2.9400000000E-05,+2.829167E-03
+2.9600000000E-05,+2.908333E-03
+2.9800000000E-05,+2.962500E-03
+3.0000000000E-05,+2.658333E-03
+3.0200000000E-05,+2.666667E-03
+3.0400000000E-05,+2.737500E-03
+3.0600000000E-05,+2.500000E-03
+3.0800000000E-05,+2.770833E-03
+3.1000000000E-05,+2.475000E-03
+3.1200000000E-05,+2.633333E-03
+3.1400000000E-05,+2.637500E-03
+3.1600000000E-05,+3.075000E-03
+3.1800000000E-05,+3.308333E-03
+3.2000000000E-05,+2.808333E-03
+3.2200000000E-05,+2.770833E-03
+3.2400000000E-05,+2.570833E-03
+3.2600000000E-05,+3.304167E-03
+3.2800000000E-05,+3.091667E-03
+3.3000000000E-05,+2.945833E-03
+3.3200000000E-05,+2.912500E-03
+3.3400000000E-05,+2.829167E-03
+3.3600000000E-05,+2.333333E-03
+3.3800000000E-05,+3.008333E-03
+3.4000000000E-05,+2.770833E-03
+3.4200000000E-05,+2.604167E-03
+3.4400000000E-05,+2.816667E-03
+3.4600000000E-05,+2.695833E-03
+3.4800000000E-05,+2.933333E-03
+3.5000000000E-05,+2.466667E-03
+3.5200000000E-05,+2.858333E-03
+3.5400000000E-05,+2.954167E-03
+3.5600000000E-05,+2.754167E-03
+3.5800000000E-05,+2.900000E-03
+3.6000000000E-05,+2.887500E-03
+3.6200000000E-05,+3.312500E-03
+3.6400000000E-05,+2.816667E-03
+3.6600000000E-05,+2.758333E-03
+3.6800000000E-05,+3.012500E-03
+3.7000000000E-05,+3.041667E-03
+3.7200000000E-05,+3.170833E-03
+3.7400000000E-05,+2.879167E-03
+3.7600000000E-05,+2.533333E-03
+3.7800000000E-05,+3.158333E-03
+3.8000000000E-05,+2.962500E-03
+3.8200000000E-05,+2.720833E-03
+3.8400000000E-05,+2.633333E-03
+3.8600000000E-05,+2.641667E-03
+3.8800000000E-05,+3.316667E-03
+3.9000000000E-05,+2.945833E-03
+3.9200000000E-05,+3.058333E-03
+3.9400000000E-05,+3.108333E-03
+3.9600000000E-05,+3.079167E-03
+3.9800000000E-05,+3.033333E-03
+4.0000000000E-05,+3.004167E-03
+4.0200000000E-05,+3.087500E-03
+4.0400000000E-05,+3.100000E-03
+4.0600000000E-05,+2.329167E-03
+4.0800000000E-05,+3.012500E-03
+4.1000000000E-05,+2.820833E-03
+4.1200000000E-05,+3.375000E-03
+4.1400000000E-05,+3.187500E-03
+4.1600000000E-05,+2.908333E-03
+4.1800000000E-05,+3.404167E-03
+4.2000000000E-05,+2.733333E-03
+4.2200000000E-05,+3.075000E-03
+4.2400000000E-05,+2.966667E-03
+4.2600000000E-05,+2.704167E-03
+4.2800000000E-05,+3.000000E-03
+4.3000000000E-05,+2.962500E-03
+4.3200000000E-05,+3.162500E-03
+4.3400000000E-05,+2.958333E-03
+4.3600000000E-05,+3.070833E-03
+4.3800000000E-05,+3.112500E-03
+4.4000000000E-05,+3.033333E-03
+4.4200000000E-05,+3.133333E-03
+4.4400000000E-05,+2.895833E-03
+4.4600000000E-05,+3.245833E-03
+4.4800000000E-05,+3.529167E-03
+4.5000000000E-05,+3.108333E-03
+4.5200000000E-05,+3.033333E-03
+4.5400000000E-05,+3.179167E-03
+4.5600000000E-05,+3.025000E-03
+4.5800000000E-05,+3.333333E-03
+4.6000000000E-05,+2.800000E-03
+4.6200000000E-05,+2.945833E-03
+4.6400000000E-05,+2.820833E-03
+4.6600000000E-05,+2.941667E-03
+4.6800000000E-05,+3.145833E-03
+4.7000000000E-05,+3.254167E-03
+4.7200000000E-05,+3.366667E-03
+4.7400000000E-05,+3.295833E-03
+4.7600000000E-05,+3.395833E-03
+4.7800000000E-05,+3.254167E-03
+4.8000000000E-05,+3.483333E-03
+4.8200000000E-05,+3.325000E-03
+4.8400000000E-05,+3.229167E-03
+4.8600000000E-05,+2.387500E-03
+4.8800000000E-05,+3.362500E-03
+4.9000000000E-05,+2.795833E-03
+4.9200000000E-05,+2.875000E-03
+4.9400000000E-05,+2.770833E-03
+4.9600000000E-05,+2.712500E-03
+4.9800000000E-05,+3.637500E-03
+5.0000000000E-05,+3.233333E-03
+5.0200000000E-05,+3.425000E-03
+5.0400000000E-05,+3.412500E-03
+5.0600000000E-05,+3.650000E-03
+5.0800000000E-05,+3.641667E-03
+5.1000000000E-05,+3.391667E-03
+5.1200000000E-05,+3.075000E-03
+5.1400000000E-05,+3.250000E-03
+5.1600000000E-05,+3.141667E-03
+5.1800000000E-05,+3.066667E-03
+5.2000000000E-05,+2.820833E-03
+5.2200000000E-05,+2.979167E-03
+5.2400000000E-05,+3.050000E-03
+5.2600000000E-05,+3.016667E-03
+5.2800000000E-05,+3.508333E-03
+5.3000000000E-05,+3.237500E-03
+5.3200000000E-05,+3.537500E-03
+5.3400000000E-05,+3.662500E-03
+5.3600000000E-05,+3.433333E-03
+5.3800000000E-05,+3.766667E-03
+5.4000000000E-05,+3.312500E-03
+5.4200000000E-05,+3.241667E-03
+5.4400000000E-05,+3.116667E-03
+5.4600000000E-05,+3.012500E-03
+5.4800000000E-05,+3.050000E-03
+5.5000000000E-05,+3.237500E-03
+5.5200000000E-05,+3.066667E-03
+5.5400000000E-05,+3.029167E-03
+5.5600000000E-05,+3.420833E-03
+5.5800000000E-05,+3.525000E-03
+5.6000000000E-05,+3.054167E-03
+5.6200000000E-05,+3.225000E-03
+5.6400000000E-05,+3.641667E-03
+5.6600000000E-05,+3.533333E-03
+5.6800000000E-05,+3.500000E-03
+5.7000000000E-05,+3.004167E-03
+5.7200000000E-05,+3.412500E-03
+5.7400000000E-05,+3.358333E-03
+5.7600000000E-05,+3.341667E-03
+5.7800000000E-05,+3.391667E-03
+5.8000000000E-05,+3.216667E-03
+5.8200000000E-05,+3.345833E-03
+5.8400000000E-05,+3.295833E-03
+5.8600000000E-05,+3.966667E-03
+5.8800000000E-05,+3.679167E-03
+5.9000000000E-05,+3.808333E-03
+5.9200000000E-05,+3.466667E-03
+5.9400000000E-05,+3.783333E-03
+5.9600000000E-05,+3.395833E-03
+5.9800000000E-05,+3.333333E-03
+6.0000000000E-05,+3.162500E-03
+6.0200000000E-05,+3.554167E-03
+6.0400000000E-05,+3.287500E-03
+6.0600000000E-05,+3.241667E-03
+6.0800000000E-05,+3.658333E-03
+6.1000000000E-05,+3.666667E-03
+6.1200000000E-05,+3.725000E-03
+6.1400000000E-05,+3.391667E-03
+6.1600000000E-05,+3.262500E-03
+6.1800000000E-05,+3.608333E-03
+6.2000000000E-05,+3.804167E-03
+6.2200000000E-05,+3.658333E-03
+6.2400000000E-05,+3.650000E-03
+6.2600000000E-05,+3.533333E-03
+6.2800000000E-05,+3.679167E-03
+6.3000000000E-05,+3.270833E-03
+6.3200000000E-05,+3.195833E-03
+6.3400000000E-05,+3.608333E-03
+6.3600000000E-05,+3.312500E-03
+6.3800000000E-05,+3.566667E-03
+6.4000000000E-05,+3.266667E-03
+6.4200000000E-05,+3.837500E-03
+6.4400000000E-05,+3.875000E-03
+6.4600000000E-05,+3.695833E-03
+6.4800000000E-05,+3.633333E-03
+6.5000000000E-05,+3.412500E-03
+6.5200000000E-05,+3.762500E-03
+6.5400000000E-05,+3.725000E-03
+6.5600000000E-05,+3.470833E-03
+6.5800000000E-05,+3.650000E-03
+6.6000000000E-05,+3.350000E-03
+6.6200000000E-05,+3.250000E-03
+6.6400000000E-05,+3.445833E-03
+6.6600000000E-05,+3.108333E-03
+6.6800000000E-05,+3.433333E-03
+6.7000000000E-05,+3.395833E-03
+6.7200000000E-05,+3.416667E-03
+6.7400000000E-05,+3.641667E-03
+6.7600000000E-05,+3.729167E-03
+6.7800000000E-05,+4.050000E-03
+6.8000000000E-05,+3.562500E-03
+6.8200000000E-05,+3.904167E-03
+6.8400000000E-05,+3.916667E-03
+6.8600000000E-05,+3.970833E-03
+6.8800000000E-05,+3.900000E-03
+6.9000000000E-05,+3.200000E-03
+6.9200000000E-05,+3.395833E-03
+6.9400000000E-05,+3.537500E-03
+6.9600000000E-05,+3.350000E-03
+6.9800000000E-05,+3.387500E-03
+7.0000000000E-05,+3.312500E-03
+7.0200000000E-05,+3.495833E-03
+7.0400000000E-05,+3.937500E-03
+7.0600000000E-05,+3.454167E-03
+7.0800000000E-05,+3.950000E-03
+7.1000000000E-05,+3.929167E-03
+7.1200000000E-05,+3.787500E-03
+7.1400000000E-05,+3.570833E-03
+7.1600000000E-05,+3.483333E-03
+7.1800000000E-05,+3.883333E-03
+7.2000000000E-05,+3.850000E-03
+7.2200000000E-05,+3.808333E-03
+7.2400000000E-05,+3.495833E-03
+7.2600000000E-05,+3.195833E-03
+7.2800000000E-05,+3.616667E-03
+7.3000000000E-05,+3.429167E-03
+7.3200000000E-05,+3.787500E-03
+7.3400000000E-05,+3.812500E-03
+7.3600000000E-05,+3.683333E-03
+7.3800000000E-05,+4.041667E-03
+7.4000000000E-05,+3.591667E-03
+7.4200000000E-05,+3.825000E-03
+7.4400000000E-05,+3.995833E-03
+7.4600000000E-05,+3.720833E-03
+7.4800000000E-05,+3.766667E-03
+7.5000000000E-05,+3.712500E-03
+7.5200000000E-05,+3.758333E-03
+7.5400000000E-05,+3.787500E-03
+7.5600000000E-05,+3.591667E-03
+7.5800000000E-05,+3.700000E-03
+7.6000000000E-05,+3.595833E-03
+7.6200000000E-05,+3.670833E-03
+7.6400000000E-05,+3.645833E-03
+7.6600000000E-05,+3.570833E-03
+7.6800000000E-05,+4.175000E-03
+7.7000000000E-05,+3.729167E-03
+7.7200000000E-05,+3.904167E-03
+7.7400000000E-05,+3.854167E-03
+7.7600000000E-05,+3.516667E-03
+7.7800000000E-05,+4.104167E-03
+7.8000000000E-05,+3.720833E-03
+7.8200000000E-05,+3.950000E-03
+7.8400000000E-05,+3.733333E-03
+7.8600000000E-05,+3.495833E-03
+7.8800000000E-05,+3.870833E-03
+7.9000000000E-05,+3.587500E-03
+7.9200000000E-05,+3.633333E-03
+7.9400000000E-05,+3.258333E-03
+7.9600000000E-05,+3.683333E-03
+7.9800000000E-05,+4.070833E-03
+8.0000000000E-05,+3.883333E-03
+8.0200000000E-05,+3.970833E-03
+8.0400000000E-05,+4.383333E-03
+8.0600000000E-05,+4.029167E-03
+8.0800000000E-05,+3.987500E-03
+8.1000000000E-05,+3.604167E-03
+8.1200000000E-05,+3.629167E-03
+8.1400000000E-05,+3.887500E-03
+8.1600000000E-05,+3.620833E-03
+8.1800000000E-05,+3.962500E-03
+8.2000000000E-05,+3.754167E-03
+8.2200000000E-05,+3.812500E-03
+8.2400000000E-05,+3.933333E-03
+8.2600000000E-05,+4.216667E-03
+8.2800000000E-05,+4.295833E-03
+8.3000000000E-05,+3.929167E-03
+8.3200000000E-05,+3.979167E-03
+8.3400000000E-05,+3.983333E-03
+8.3600000000E-05,+3.929167E-03
+8.3800000000E-05,+4.062500E-03
+8.4000000000E-05,+3.620833E-03
+8.4200000000E-05,+3.929167E-03
+8.4400000000E-05,+4.104167E-03
+8.4600000000E-05,+3.595833E-03
+8.4800000000E-05,+3.929167E-03
+8.5000000000E-05,+3.691667E-03
+8.5200000000E-05,+3.933333E-03
+8.5400000000E-05,+3.845833E-03
+8.5600000000E-05,+3.670833E-03
+8.5800000000E-05,+4.291667E-03
+8.6000000000E-05,+3.658333E-03
+8.6200000000E-05,+3.887500E-03
+8.6400000000E-05,+4.000000E-03
+8.6600000000E-05,+3.891667E-03
+8.6800000000E-05,+4.020833E-03
+8.7000000000E-05,+4.075000E-03
+8.7200000000E-05,+3.987500E-03
+8.7400000000E-05,+3.962500E-03
+8.7600000000E-05,+3.750000E-03
+8.7800000000E-05,+3.991667E-03
+8.8000000000E-05,+3.791667E-03
+8.8200000000E-05,+3.775000E-03
+8.8400000000E-05,+3.962500E-03
+8.8600000000E-05,+3.912500E-03
+8.8800000000E-05,+4.233333E-03
+8.9000000000E-05,+3.929167E-03
+8.9200000000E-05,+4.162500E-03
+8.9400000000E-05,+4.145833E-03
+8.9600000000E-05,+4.083334E-03
+8.9800000000E-05,+4.308333E-03
+9.0000000000E-05,+4.045833E-03
+9.0200000000E-05,+3.920834E-03
+9.0400000000E-05,+4.045833E-03
+9.0600000000E-05,+4.041667E-03
+9.0800000000E-05,+3.929167E-03
+9.1000000000E-05,+4.016667E-03
+9.1200000000E-05,+3.837500E-03
+9.1400000000E-05,+4.029167E-03
+9.1600000000E-05,+3.837500E-03
+9.1800000000E-05,+4.362500E-03
+9.2000000000E-05,+3.891667E-03
+9.2200000000E-05,+4.625000E-03
+9.2400000000E-05,+4.612500E-03
+9.2600000000E-05,+4.183333E-03
+9.2800000000E-05,+4.025000E-03
+9.3000000000E-05,+3.787500E-03
+9.3200000000E-05,+3.745833E-03
+9.3400000000E-05,+4.070833E-03
+9.3600000000E-05,+4.125000E-03
+9.3800000000E-05,+4.029167E-03
+9.4000000000E-05,+3.816667E-03
+9.4200000000E-05,+3.891667E-03
+9.4400000000E-05,+4.116667E-03
+9.4600000000E-05,+3.800000E-03
+9.4800000000E-05,+4.066667E-03
+9.5000000000E-05,+4.187500E-03
+9.5200000000E-05,+4.379167E-03
+9.5400000000E-05,+4.945833E-03
+9.5600000000E-05,+4.633334E-03
+9.5800000000E-05,+4.520833E-03
+9.6000000000E-05,+3.762500E-03
+9.6200000000E-05,+4.320833E-03
+9.6400000000E-05,+3.900000E-03
+9.6600000000E-05,+4.004167E-03
+9.6800000000E-05,+4.145833E-03
+9.7000000000E-05,+3.679167E-03
+9.7200000000E-05,+4.062500E-03
+9.7400000000E-05,+4.295833E-03
+9.7600000000E-05,+4.116667E-03
+9.7800000000E-05,+4.287500E-03
+9.8000000000E-05,+4.225000E-03
+9.8200000000E-05,+4.170833E-03
+9.8400000000E-05,+4.554167E-03
+9.8600000000E-05,+4.179167E-03
+9.8800000000E-05,+4.458333E-03
+9.9000000000E-05,+4.200000E-03
+9.9200000000E-05,+4.150000E-03
+9.9400000000E-05,+4.237500E-03
+9.9600000000E-05,+3.933333E-03
+9.9800000000E-05,+3.958333E-03
+1.0000000000E-04,+3.841667E-03
+1.0020000000E-04,+4.137500E-03
+1.0040000000E-04,+4.091667E-03
+1.0060000000E-04,+4.291667E-03
+1.0080000000E-04,+4.566667E-03
+1.0100000000E-04,+4.441667E-03
+1.0120000000E-04,+4.716667E-03
+1.0140000000E-04,+4.679167E-03
+1.0160000000E-04,+4.358334E-03
+1.0180000000E-04,+4.595833E-03
+1.0200000000E-04,+4.041667E-03
+1.0220000000E-04,+3.891667E-03
+1.0240000000E-04,+4.016667E-03
+1.0260000000E-04,+3.891667E-03
+1.0280000000E-04,+4.150000E-03
+1.0300000000E-04,+4.020833E-03
+1.0320000000E-04,+4.329167E-03
+1.0340000000E-04,+4.216667E-03
+1.0360000000E-04,+4.279167E-03
+1.0380000000E-04,+4.575000E-03
+1.0400000000E-04,+4.370833E-03
+1.0420000000E-04,+4.762500E-03
+1.0440000000E-04,+4.979167E-03
+1.0460000000E-04,+4.929167E-03
+1.0480000000E-04,+4.320833E-03
+1.0500000000E-04,+4.050000E-03
+1.0520000000E-04,+3.966667E-03
+1.0540000000E-04,+4.083334E-03
+1.0560000000E-04,+3.716667E-03
+1.0580000000E-04,+4.112500E-03
+1.0600000000E-04,+4.083334E-03
+1.0620000000E-04,+3.800000E-03
+1.0640000000E-04,+4.766667E-03
+1.0660000000E-04,+4.400000E-03
+1.0680000000E-04,+5.120833E-03
+1.0700000000E-04,+4.929167E-03
+1.0720000000E-04,+4.741667E-03
+1.0740000000E-04,+4.400000E-03
+1.0760000000E-04,+4.500000E-03
+1.0780000000E-04,+4.583333E-03
+1.0800000000E-04,+4.408333E-03
+1.0820000000E-04,+4.383333E-03
+1.0840000000E-04,+4.166667E-03
+1.0860000000E-04,+4.020833E-03
+1.0880000000E-04,+4.054167E-03
+1.0900000000E-04,+4.079167E-03
+1.0920000000E-04,+4.108333E-03
+1.0940000000E-04,+4.362500E-03
+1.0960000000E-04,+4.170833E-03
+1.0980000000E-04,+4.850000E-03
+1.1000000000E-04,+4.387500E-03
+1.1020000000E-04,+4.587500E-03
+1.1040000000E-04,+4.991667E-03
+1.1060000000E-04,+4.604167E-03
+1.1080000000E-04,+4.641667E-03
+1.1100000000E-04,+4.441667E-03
+1.1120000000E-04,+4.420833E-03
+1.1140000000E-04,+4.295833E-03
+1.1160000000E-04,+4.075000E-03
+1.1180000000E-04,+4.287500E-03
+1.1200000000E-04,+4.254167E-03
+1.1220000000E-04,+4.245833E-03
+1.1240000000E-04,+4.466667E-03
+1.1260000000E-04,+3.650000E-03
+1.1280000000E-04,+4.650000E-03
+1.1300000000E-04,+4.691667E-03
+1.1320000000E-04,+4.612500E-03
+1.1340000000E-04,+4.379167E-03
+1.1360000000E-04,+4.383333E-03
+1.1380000000E-04,+4.670833E-03
+1.1400000000E-04,+4.250000E-03
+1.1420000000E-04,+4.541667E-03
+1.1440000000E-04,+4.216667E-03
+1.1460000000E-04,+4.120833E-03
+1.1480000000E-04,+4.487500E-03
+1.1500000000E-04,+4.300000E-03
+1.1520000000E-04,+4.312500E-03
+1.1540000000E-04,+4.670833E-03
+1.1560000000E-04,+4.500000E-03
+1.1580000000E-04,+4.600000E-03
+1.1600000000E-04,+4.366667E-03
+1.1620000000E-04,+4.212500E-03
+1.1640000000E-04,+5.033333E-03
+1.1660000000E-04,+4.683333E-03
+1.1680000000E-04,+4.725000E-03
+1.1700000000E-04,+4.104167E-03
+1.1720000000E-04,+4.166667E-03
+1.1740000000E-04,+4.400000E-03
+1.1760000000E-04,+4.245833E-03
+1.1780000000E-04,+4.341667E-03
+1.1800000000E-04,+4.062500E-03
+1.1820000000E-04,+4.345833E-03
+1.1840000000E-04,+4.479167E-03
+1.1860000000E-04,+4.470834E-03
+1.1880000000E-04,+5.041667E-03
+1.1900000000E-04,+4.775000E-03
+1.1920000000E-04,+4.508333E-03
+1.1940000000E-04,+5.025000E-03
+1.1960000000E-04,+4.454167E-03
+1.1980000000E-04,+4.350000E-03
+1.2000000000E-04,+4.366667E-03
+1.2020000000E-04,+4.120833E-03
+1.2040000000E-04,+4.312500E-03
+1.2060000000E-04,+4.529167E-03
+1.2080000000E-04,+4.670833E-03
+1.2100000000E-04,+4.237500E-03
+1.2120000000E-04,+4.641667E-03
+1.2140000000E-04,+4.887500E-03
+1.2160000000E-04,+4.729167E-03
+1.2180000000E-04,+5.104167E-03
+1.2200000000E-04,+4.541667E-03
+1.2220000000E-04,+4.812500E-03
+1.2240000000E-04,+4.800000E-03
+1.2260000000E-04,+4.454167E-03
+1.2280000000E-04,+4.600000E-03
+1.2300000000E-04,+4.445833E-03
+1.2320000000E-04,+4.316667E-03
+1.2340000000E-04,+4.575000E-03
+1.2360000000E-04,+4.262500E-03
+1.2380000000E-04,+4.650000E-03
+1.2400000000E-04,+4.637500E-03
+1.2420000000E-04,+4.591667E-03
+1.2440000000E-04,+5.237500E-03
+1.2460000000E-04,+4.816667E-03
+1.2480000000E-04,+5.045834E-03
+1.2500000000E-04,+4.745834E-03
+1.2520000000E-04,+4.670833E-03
+1.2540000000E-04,+4.712500E-03
+1.2560000000E-04,+4.450000E-03
+1.2580000000E-04,+4.820833E-03
+1.2600000000E-04,+4.045833E-03
+1.2620000000E-04,+4.275000E-03
+1.2640000000E-04,+4.541667E-03
+1.2660000000E-04,+4.175000E-03
+1.2680000000E-04,+4.595833E-03
+1.2700000000E-04,+4.591667E-03
+1.2720000000E-04,+4.575000E-03
+1.2740000000E-04,+5.175000E-03
+1.2760000000E-04,+4.658333E-03
+1.2780000000E-04,+5.283333E-03
+1.2800000000E-04,+4.820833E-03
+1.2820000000E-04,+4.387500E-03
+1.2840000000E-04,+4.741667E-03
+1.2860000000E-04,+4.712500E-03
+1.2880000000E-04,+4.704167E-03
+1.2900000000E-04,+4.533333E-03
+1.2920000000E-04,+4.491667E-03
+1.2940000000E-04,+4.316667E-03
+1.2960000000E-04,+4.445833E-03
+1.2980000000E-04,+4.833333E-03
+1.3000000000E-04,+5.112500E-03
+1.3020000000E-04,+5.754167E-03
+1.3040000000E-04,+5.254167E-03
+1.3060000000E-04,+5.062500E-03
+1.3080000000E-04,+5.362500E-03
+1.3100000000E-04,+5.120833E-03
+1.3120000000E-04,+4.733333E-03
+1.3140000000E-04,+5.033333E-03
+1.3160000000E-04,+4.475000E-03
+1.3180000000E-04,+4.850000E-03
+1.3200000000E-04,+4.354167E-03
+1.3220000000E-04,+4.533333E-03
+1.3240000000E-04,+4.591667E-03
+1.3260000000E-04,+4.450000E-03
+1.3280000000E-04,+4.912500E-03
+1.3300000000E-04,+4.745834E-03
+1.3320000000E-04,+5.191667E-03
+1.3340000000E-04,+5.020834E-03
+1.3360000000E-04,+4.945833E-03
+1.3380000000E-04,+5.037500E-03
+1.3400000000E-04,+5.075000E-03
+1.3420000000E-04,+4.608334E-03
+1.3440000000E-04,+4.979167E-03
+1.3460000000E-04,+4.562500E-03
+1.3480000000E-04,+4.725000E-03
+1.3500000000E-04,+4.512500E-03
+1.3520000000E-04,+4.604167E-03
+1.3540000000E-04,+4.683333E-03
+1.3560000000E-04,+4.708333E-03
+1.3580000000E-04,+5.283333E-03
+1.3600000000E-04,+4.650000E-03
+1.3620000000E-04,+4.825000E-03
+1.3640000000E-04,+4.591667E-03
+1.3660000000E-04,+4.945833E-03
+1.3680000000E-04,+4.941666E-03
+1.3700000000E-04,+5.183334E-03
+1.3720000000E-04,+4.737500E-03
+1.3740000000E-04,+5.012500E-03
+1.3760000000E-04,+4.504167E-03
+1.3780000000E-04,+4.925000E-03
+1.3800000000E-04,+4.887500E-03
+1.3820000000E-04,+4.670833E-03
+1.3840000000E-04,+4.820833E-03
+1.3860000000E-04,+4.800000E-03
+1.3880000000E-04,+5.166667E-03
+1.3900000000E-04,+4.920833E-03
+1.3920000000E-04,+5.170833E-03
+1.3940000000E-04,+5.037500E-03
+1.3960000000E-04,+4.912500E-03
+1.3980000000E-04,+5.287500E-03
+1.4000000000E-04,+4.733333E-03
+1.4020000000E-04,+4.633334E-03
+1.4040000000E-04,+4.679167E-03
+1.4060000000E-04,+4.466667E-03
+1.4080000000E-04,+4.783333E-03
+1.4100000000E-04,+4.804166E-03
+1.4120000000E-04,+4.483333E-03
+1.4140000000E-04,+4.791667E-03
+1.4160000000E-04,+4.541667E-03
+1.4180000000E-04,+5.475000E-03
+1.4200000000E-04,+5.154167E-03
+1.4220000000E-04,+5.179167E-03
+1.4240000000E-04,+5.045834E-03
+1.4260000000E-04,+4.879167E-03
+1.4280000000E-04,+5.237500E-03
+1.4300000000E-04,+4.695833E-03
+1.4320000000E-04,+4.912500E-03
+1.4340000000E-04,+4.891667E-03
+1.4360000000E-04,+4.766667E-03
+1.4380000000E-04,+4.916667E-03
+1.4400000000E-04,+4.808333E-03
+1.4420000000E-04,+4.779167E-03
+1.4440000000E-04,+5.675000E-03
+1.4460000000E-04,+4.858334E-03
+1.4480000000E-04,+5.195833E-03
+1.4500000000E-04,+5.091667E-03
+1.4520000000E-04,+5.170833E-03
+1.4540000000E-04,+5.395833E-03
+1.4560000000E-04,+5.041667E-03
+1.4580000000E-04,+5.204167E-03
+1.4600000000E-04,+4.858334E-03
+1.4620000000E-04,+4.629167E-03
+1.4640000000E-04,+5.041667E-03
+1.4660000000E-04,+5.145833E-03
+1.4680000000E-04,+5.004167E-03
+1.4700000000E-04,+4.837500E-03
+1.4720000000E-04,+5.029167E-03
+1.4740000000E-04,+5.179167E-03
+1.4760000000E-04,+4.887500E-03
+1.4780000000E-04,+5.287500E-03
+1.4800000000E-04,+5.129167E-03
+1.4820000000E-04,+5.208333E-03
+1.4840000000E-04,+5.191667E-03
+1.4860000000E-04,+4.837500E-03
+1.4880000000E-04,+5.262500E-03
+1.4900000000E-04,+5.070833E-03
+1.4920000000E-04,+4.712500E-03
+1.4940000000E-04,+5.083333E-03
+1.4960000000E-04,+4.708333E-03
+1.4980000000E-04,+4.941666E-03
+1.5000000000E-04,+4.870833E-03
+1.5020000000E-04,+4.858334E-03
+1.5040000000E-04,+5.270834E-03
+1.5060000000E-04,+5.275000E-03
+1.5080000000E-04,+5.350000E-03
+1.5100000000E-04,+5.208333E-03
+1.5120000000E-04,+5.445833E-03
+1.5140000000E-04,+5.187500E-03
+1.5160000000E-04,+5.125000E-03
+1.5180000000E-04,+5.229167E-03
+1.5200000000E-04,+5.095833E-03
+1.5220000000E-04,+4.891667E-03
+1.5240000000E-04,+5.120833E-03
+1.5260000000E-04,+4.570833E-03
+1.5280000000E-04,+5.354166E-03
+1.5300000000E-04,+5.245833E-03
+1.5320000000E-04,+5.250000E-03
+1.5340000000E-04,+5.562500E-03
+1.5360000000E-04,+5.016667E-03
+1.5380000000E-04,+5.595834E-03
+1.5400000000E-04,+5.208333E-03
+1.5420000000E-04,+4.970833E-03
+1.5440000000E-04,+5.129167E-03
+1.5460000000E-04,+4.945833E-03
+1.5480000000E-04,+5.029167E-03
+1.5500000000E-04,+4.895833E-03
+1.5520000000E-04,+4.937500E-03
+1.5540000000E-04,+5.158334E-03
+1.5560000000E-04,+5.095833E-03
+1.5580000000E-04,+5.020834E-03
+1.5600000000E-04,+5.066667E-03
+1.5620000000E-04,+5.100000E-03
+1.5640000000E-04,+5.483333E-03
+1.5660000000E-04,+5.054167E-03
+1.5680000000E-04,+5.500000E-03
+1.5700000000E-04,+5.325000E-03
+1.5720000000E-04,+5.133334E-03
+1.5740000000E-04,+5.325000E-03
+1.5760000000E-04,+5.108333E-03
+1.5780000000E-04,+5.325000E-03
+1.5800000000E-04,+4.962500E-03
+1.5820000000E-04,+5.079166E-03
+1.5840000000E-04,+5.366667E-03
+1.5860000000E-04,+5.079166E-03
+1.5880000000E-04,+5.075000E-03
+1.5900000000E-04,+5.016667E-03
+1.5920000000E-04,+5.070833E-03
+1.5940000000E-04,+5.258333E-03
+1.5960000000E-04,+5.225000E-03
+1.5980000000E-04,+5.241667E-03
+1.6000000000E-04,+5.275000E-03
+1.6020000000E-04,+6.045833E-03
+1.6040000000E-04,+5.579167E-03
+1.6060000000E-04,+5.050000E-03
+1.6080000000E-04,+5.487500E-03
+1.6100000000E-04,+4.995834E-03
+1.6120000000E-04,+5.279167E-03
+1.6140000000E-04,+5.291667E-03
+1.6160000000E-04,+5.020834E-03
+1.6180000000E-04,+5.295834E-03
+1.6200000000E-04,+5.037500E-03
+1.6220000000E-04,+5.120833E-03
+1.6240000000E-04,+5.387500E-03
+1.6260000000E-04,+5.308333E-03
+1.6280000000E-04,+5.458334E-03
+1.6300000000E-04,+5.466667E-03
+1.6320000000E-04,+5.162500E-03
+1.6340000000E-04,+5.691667E-03
+1.6360000000E-04,+5.337500E-03
+1.6380000000E-04,+5.470833E-03
+1.6400000000E-04,+5.550000E-03
+1.6420000000E-04,+5.612500E-03
+1.6440000000E-04,+5.212500E-03
+1.6460000000E-04,+4.854167E-03
+1.6480000000E-04,+4.866667E-03
+1.6500000000E-04,+5.129167E-03
+1.6520000000E-04,+5.558333E-03
+1.6540000000E-04,+5.575000E-03
+1.6560000000E-04,+5.300000E-03
+1.6580000000E-04,+5.450000E-03
+1.6600000000E-04,+5.558333E-03
